42.0656128,-72.6230698,1
42.374958,-72.508606,1
42.3695068,-72.5333862,3
42.1578026,-72.6030655,1
42.1748276,-72.5762863,1
42.1945343,-72.5523529,1
42.2710457,-72.6720886,1
42.0658569,-72.5093079,1
42.1706848,-73.0418243,2
42.3156853,-72.1814575,1
42.3156853,-72.1814575,1
42.4545136,-72.8278656,1
42.2540741,-72.5293579,1
42.2540741,-72.5293579,1
42.2540741,-72.5293579,1
42.2540741,-72.5293579,6
42.3567581,-72.5720673,1
42.3763046,-72.6094894,1
42.2039146,-72.6228867,1
42.3253326,-72.6361771,1
42.1746178,-72.3216858,1
42.4735947,-72.4089813,1
42.2345886,-72.7208328,1
42.2387505,-72.5789871,1
42.2387505,-72.5789871,1
42.0564652,-72.7650452,1
42.179821,-72.3654861,1
42.2129288,-72.2049103,1
42.1321602,-72.7468719,1
42.1321602,-72.7468719,1
42.1321602,-72.7468719,1
42.1179008,-72.6276855,1
42.2121391,-72.2397003,1
42.1322975,-72.431282,1
42.4010925,-72.9405823,2
42.1063232,-72.5974121,1
42.050045,-72.559967,1
42.4504433,-73.2542954,1
42.4504433,-73.2542954,1
42.4494629,-73.2487488,12
42.6202469,-73.1201858,1
42.300251,-73.095871,2
42.300251,-73.095871,3
42.5609932,-73.151062,1
42.4729004,-73.1641464,1
42.1904335,-73.3526993,2
42.1904335,-73.3526993,1
42.4289627,-73.0843658,2
42.4289627,-73.0843658,1
42.540226,-73.2335587,1
42.540226,-73.2335587,2
42.3026161,-73.2429962,1
42.3669968,-73.2813339,1
42.3673096,-73.0239487,1
42.1793633,-73.214119,1
42.1793633,-73.214119,1
42.7003441,-73.1024094,1
42.7003441,-73.1024094,1
42.1972542,-73.4368668,1
42.2017403,-73.0939789,2
42.2017403,-73.0939789,1
42.3747177,-73.3678055,2
42.1072502,-73.3577194,1
42.0824928,-73.2525101,1
42.2953262,-73.3178406,1
42.3347473,-73.3729324,1
42.6978416,-73.2253189,3
42.6032562,-72.6028748,1
42.5888252,-72.221962,1
42.6448898,-72.8689804,1
42.5459595,-72.6043243,1
42.6296158,-72.5176315,1
42.4997826,-72.3308258,1
42.6963005,-72.4552612,1
42.6963005,-72.4552612,2
42.48563,-72.1915817,1
42.6494446,-72.1545181,2
42.6002998,-72.7403564,1
42.4801827,-72.6107864,1
42.4801827,-72.6107864,2
42.4537087,-72.5657044,1
42.6002235,-72.5553055,1
42.5476685,-72.3972321,1
42.5803413,-71.8057938,1
42.6412048,-71.9221954,1
42.6776695,-71.820549,1
42.5598564,-71.5763855,1
42.5388527,-71.6196137,1
42.5388527,-71.6196137,1
42.6091423,-72.0752945,1
42.5732689,-71.9892578,2
42.6031494,-71.566246,1
42.4967422,-71.5685501,2
42.4967422,-71.5685501,2
42.4967422,-71.5685501,4
42.4750404,-72.006897,1
42.5282364,-71.7542725,1
42.5410461,-71.4757538,1
42.594696,-71.7260055,2
42.594696,-71.7260055,1
42.6668816,-71.5854111,1
42.6668816,-71.5854111,1
42.5618553,-71.6569977,1
42.6028786,-71.6274185,1
42.6839066,-71.7460251,1
42.1990738,-71.8441162,1
42.385273,-71.6413193,3
42.0176125,-71.5310211,1
42.2134361,-72.0978775,2
42.1380539,-71.970108,1
42.4181709,-71.6826782,1
42.0754852,-71.7314606,1
42.0754852,-71.7314606,1
42.1985397,-71.6890335,2
42.3375893,-71.8436661,1
42.4670982,-71.6764984,1
42.2349129,-71.9166794,2
42.1991653,-71.7682266,2
42.3165321,-71.6499252,1
42.3165321,-71.6499252,1
42.4574799,-71.8893019,1
42.4574799,-71.8893019,1
42.1950493,-71.9053574,1
42.2841034,-71.7213745,1
42.2841034,-71.7213745,1
42.2841034,-71.7213745,2
42.0717583,-72.0347671,1
42.2478828,-71.9901657,2
42.4379463,-71.7547607,1
42.1089935,-72.0816421,1
42.0673981,-71.6288681,1
42.0673981,-71.6288681,1
42.0673981,-71.6288681,1
42.0498543,-71.8681717,1
42.0455055,-71.9095383,1
42.0455055,-71.9095383,2
42.2724419,-71.6136246,1
42.2724419,-71.6136246,1
42.2724419,-71.6136246,1
42.1220055,-71.6603165,1
42.1439476,-71.7337418,2
42.2562485,-71.7754669,1
42.2638969,-71.8011704,1
42.2463684,-71.8103256,1
42.3167801,-71.429039,1
42.286499,-71.4226837,1
42.4899406,-71.511528,1
42.4899406,-71.511528,1
42.4860039,-71.4420776,3
42.2592964,-71.4638138,1
42.4930115,-71.2730331,1
42.4930115,-71.2730331,1
42.4570313,-71.276619,1
42.4570313,-71.276619,1
42.4318771,-71.6020508,2
42.4318771,-71.6020508,4
42.5290337,-71.3454056,1
42.5290337,-71.3454056,1
42.4551506,-71.374588,1
42.196331,-71.4388733,1
42.1232948,-71.53508,1
42.3914414,-71.5623093,1
42.3914414,-71.5623093,1
42.3499451,-71.5434189,1
42.4336853,-71.453064,1
42.1053619,-71.5528564,1
42.1053619,-71.5528564,4
42.1479874,-71.5174713,1
42.1479874,-71.5174713,1
42.1479874,-71.5174713,1
42.2913361,-71.3575211,2
42.4224663,-71.3087845,1
42.4253578,-71.5047531,1
42.4253578,-71.5047531,3
42.4253578,-71.5047531,3
42.3841934,-71.4248047,1
42.3547707,-71.3573608,1
42.3547707,-71.3573608,1
42.4935303,-71.1483536,1
42.5086212,-71.1993332,1
42.6547432,-71.1579895,1
42.6547432,-71.1579895,1
42.5534363,-71.2576294,1
42.5973282,-71.351059,1
42.6717834,-71.3188934,1
42.7835312,-71.0736542,1
42.773838,-71.0819931,1
42.7775803,-71.1034241,1
42.7501221,-71.0220032,1
42.7588692,-71.0937958,1
42.7114143,-71.1677246,1
42.7114143,-71.1677246,1
42.7305527,-71.173645,2
42.6741371,-71.108078,1
42.6352615,-71.2983551,1
42.6478767,-71.3384552,1
42.5743103,-71.2944488,1
42.6368942,-71.3850174,1
42.5773354,-71.0963821,1
42.5248337,-71.1091003,1
42.6021462,-71.2227249,1
42.6021462,-71.2227249,3
42.6021462,-71.2227249,1
42.6732063,-71.4134369,1
42.5028229,-71.0688477,1
42.7140579,-71.0647888,1
42.5833893,-71.4295883,2
42.5578842,-71.1694488,1
42.4508324,-71.1426544,1
42.4629097,-70.9720612,1
42.4596748,-71.0099793,1
42.4782638,-70.9083252,1
42.8553429,-70.9371338,1
42.8553429,-70.9371338,1
42.5569878,-70.8786011,1
42.5569878,-70.8786011,1
42.7537384,-70.9342041,1
42.620285,-70.6701279,1
42.6802902,-70.8426895,1
42.5256729,-71.0269165,1
42.5764961,-70.763382,1
42.499382,-70.8630066,1
42.5970497,-71.0135651,1
42.8121605,-70.8769302,1
42.7746773,-70.8371735,2
42.8500137,-70.8517532,1
42.5349274,-70.9562912,1
42.7202721,-70.8931046,1
42.5161133,-70.8994598,1
42.637722,-70.9507675,1
42.6051292,-70.8861923,1
42.6051292,-70.8861923,1
42.0691338,-71.4751892,1
42.1649666,-71.1328278,1
42.1649666,-71.1328278,1
42.2370491,-70.8098068,1
42.2429275,-71.164505,1
42.2344894,-71.2751236,1
42.065052,-71.2423477,1
42.0903893,-71.4020233,1
42.2292404,-70.8892364,1
42.0282745,-71.2167893,1
42.1116791,-70.694252,1
42.1884193,-71.3072281,1
42.1445351,-71.4234924,1
42.1633072,-71.3683548,1
42.1724739,-70.8178024,1
42.1724739,-70.8178024,1
42.186306,-71.2030335,1
42.2090263,-70.7508545,1
42.1205025,-71.1785736,1
42.1273117,-71.1067581,1
42.1442833,-71.2534256,1
42.0600243,-71.3429718,1
42.3563728,-71.0542831,1
42.3563728,-71.0542831,1
42.3612404,-71.0652847,4
42.3507996,-71.0746231,1
42.3251228,-71.0847549,1
42.3251228,-71.0847549,1
42.3778687,-71.0624771,1
42.3774147,-71.1224518,1
42.3925438,-71.0892639,1
42.4295197,-71.0599594,1
42.4098473,-71.0513382,1
42.396656,-71.0338745,1
42.4116783,-71.0038986,1
42.3791466,-70.9820023,1
42.4192734,-71.1090698,1
42.2500763,-71.0007019,1
42.457653,-71.0597458,1
42.4815178,-71.0986633,1
42.2090797,-71.0003433,1
42.2523651,-71.0730896,1
42.2523651,-71.0730896,1
42.2036438,-70.9565659,1
42.2143211,-70.9297485,2
42.169838,-70.946228,1
42.0754471,-71.0365753,1
41.9842682,-70.9669876,1
41.886055,-70.7669449,3
41.886055,-70.7669449,1
42.0294571,-70.7093277,1
42.0293579,-70.9438019,1
42.1254044,-70.8494721,1
42.1524468,-71.0107193,1
42.1524468,-71.0107193,1
41.8922234,-70.9053345,1
42.0669174,-70.8039856,1
42.0669174,-70.8039856,1
41.8962974,-70.6389923,1
41.9910431,-70.7293396,1
41.9910431,-70.7293396,1
41.8429794,-70.7443085,1
42.1722565,-71.0481262,1
42.1297951,-70.9127655,1
42.1297951,-70.9127655,1
42.0261383,-71.0885696,1
42.0165787,-71.02565,1
42.0832863,-70.9395447,1
42.4514237,-71.2243881,1
42.3371849,-71.1319733,1
42.394722,-71.2253037,1
42.394722,-71.2253037,1
42.3224678,-71.1923218,1
42.3716583,-71.1812134,1
42.4181709,-71.1705246,1
42.4181709,-71.1705246,1
42.3956146,-71.1745453,1
42.3956146,-71.1745453,1
42.3114738,-71.2742233,1
42.3114738,-71.2742233,1
42.2781029,-71.2323303,1
42.3656311,-71.3039474,1
42.3656311,-71.3039474,1
41.7483711,-70.6143875,1
41.384037,-70.5305252,1
41.5576782,-70.6203919,1
41.6610298,-70.5713196,1
41.6610298,-70.5713196,1
41.2750053,-70.0909882,1
41.2750053,-70.0909882,1
41.4520187,-70.5555344,1
41.7455254,-70.657486,1
41.6945496,-70.6108398,1
41.7847366,-70.5281296,1
41.7210732,-70.4863663,1
41.4380417,-70.6023178,1
41.7532921,-70.7141876,1
41.3954659,-70.6412888,1
41.6534386,-70.2975769,1
41.7014504,-70.303093,1
41.7014504,-70.303093,1
41.7536469,-70.0690537,1
41.6629028,-70.3483276,1
41.6853065,-69.9793549,1
41.6249733,-70.4371491,1
41.8359528,-69.9860153,1
41.695713,-70.0528946,1
41.6684303,-70.4187546,1
41.611145,-70.488884,1
41.611145,-70.488884,2
41.611145,-70.488884,1
41.611145,-70.488884,1
41.8551827,-69.9834213,1
41.7761345,-69.981514,1
41.6292534,-70.3871765,1
42.0515289,-70.186348,1
41.7057953,-70.1620102,1
41.6575279,-70.2405167,1
41.9316521,-71.300972,1
41.6372147,-70.8794174,1
41.6935463,-71.1332016,1
41.7543831,-71.1518631,1
41.6604118,-70.8068161,1
41.6595802,-70.9304886,1
41.639946,-70.9937744,1
41.9749451,-71.3294373,1
42.009182,-71.336647,1
42.009182,-71.336647,1
41.8496742,-71.1582184,1
41.8496742,-71.1582184,1
41.9666138,-71.1873322,1
41.9354057,-71.042511,3
41.7546577,-70.8327866,1
41.8455353,-71.3284149,1
