ID,ZIP,STABRV,ZIP3,STATE_NAME,REGION,sample_year,PFAS water sites,Total households,Median household income,Income_DESC,Total population,Nonwhite,Percent Nonwhite,Nonwhite_DESC,Housing units,START_DATE,END_DATE,latitude,longitude,name,desc,source,precision
5,01001,MA,010,Massachusetts,Northeast Region,2015,1,6871,66088,"$55,001 - $75,000",16064,2097,13.1,10% - 25%,7093,2015-01-01,2023-01-01,42.0656128,-72.6230698,01001,"01001, MA",Bing Maps,postcode
6,01002,MA,010,Massachusetts,Northeast Region,2014,1,10182,60540,"$55,001 - $75,000",30099,8985,29.9,25.1% - 50%,11244,2014-01-01,2023-01-01,42.374958,-72.508606,01002,"01002, MA",Bing Maps,postcode
7,01004,MA,010,Massachusetts,Northeast Region,2020,3,,,,,,,,,2020-01-01,2023-01-01,42.3695068,-72.5333862,01004,"01004, MA",Bing Maps,postcode
8,01013,MA,010,Massachusetts,Northeast Region,2021,1,9246,46007,"$35,000 - $55,000",22739,8661,38.1,25.1% - 50%,10273,2021-01-01,2023-01-01,42.1578026,-72.6030655,01013,"01013, MA",Bing Maps,postcode
9,01020,MA,010,Massachusetts,Northeast Region,2015,1,13109,58909,"$55,001 - $75,000",30249,6987,23.1,10% - 25%,13664,2015-01-01,2023-01-01,42.1748276,-72.5762863,01020,"01020, MA",Bing Maps,postcode
10,01022,MA,010,Massachusetts,Northeast Region,2018,1,1094,43525,"$35,000 - $55,000",2203,736,33.4,25.1% - 50%,1109,2018-01-01,2023-01-01,42.1945343,-72.5523529,01022,"01022, MA",Bing Maps,postcode
11,01027,MA,010,Massachusetts,Northeast Region,2020,1,8180,66339,"$55,001 - $75,000",17641,1345,7.6,Less than 10%,8610,2020-01-01,2023-01-01,42.2710457,-72.6720886,01027,"01027, MA",Bing Maps,postcode
12,01028,MA,010,Massachusetts,Northeast Region,2014,1,5762,90579,"More than $75,000",16215,2114,13,10% - 25%,6010,2014-01-01,2023-01-01,42.0658569,-72.5093079,01028,"01028, MA",Bing Maps,postcode
13,01029,MA,010,Massachusetts,Northeast Region,2020,2,239,92361,"More than $75,000",572,16,2.8,Less than 10%,1021,2020-01-01,2023-01-01,42.1706848,-73.0418243,01029,"01029, MA",Bing Maps,postcode
14,01031,MA,010,Massachusetts,Northeast Region,2020,1,560,45549,"$35,000 - $55,000",1436,138,9.6,Less than 10%,614,2020-01-01,2023-01-01,42.3156853,-72.1814575,01031,"01031, MA",Bing Maps,postcode
15,01031,MA,010,Massachusetts,Northeast Region,2021,1,560,45549,"$35,000 - $55,000",1436,138,9.6,Less than 10%,614,2021-01-01,2023-01-01,42.3156853,-72.1814575,01031,"01031, MA",Bing Maps,postcode
16,01032,MA,010,Massachusetts,Northeast Region,2021,1,212,81875,"More than $75,000",482,40,8.3,Less than 10%,383,2021-01-01,2023-01-01,42.4545136,-72.8278656,01032,"01032, MA",Bing Maps,postcode
17,01033,MA,010,Massachusetts,Northeast Region,2018,1,2584,101886,"More than $75,000",6310,453,7.2,Less than 10%,2615,2018-01-01,2023-01-01,42.2540741,-72.5293579,01033,"01033, MA",Bing Maps,postcode
18,01033,MA,010,Massachusetts,Northeast Region,2019,1,2584,101886,"More than $75,000",6310,453,7.2,Less than 10%,2615,2019-01-01,2023-01-01,42.2540741,-72.5293579,01033,"01033, MA",Bing Maps,postcode
19,01033,MA,010,Massachusetts,Northeast Region,2020,1,2584,101886,"More than $75,000",6310,453,7.2,Less than 10%,2615,2020-01-01,2023-01-01,42.2540741,-72.5293579,01033,"01033, MA",Bing Maps,postcode
20,01033,MA,010,Massachusetts,Northeast Region,2021,6,2584,101886,"More than $75,000",6310,453,7.2,Less than 10%,2615,2021-01-01,2023-01-01,42.2540741,-72.5293579,01033,"01033, MA",Bing Maps,postcode
21,01035,MA,010,Massachusetts,Northeast Region,2015,1,2256,86690,"More than $75,000",5328,675,12.7,10% - 25%,2305,2015-01-01,2023-01-01,42.3567581,-72.5720673,01035,"01035, MA",Bing Maps,postcode
22,01038,MA,010,Massachusetts,Northeast Region,2020,1,1082,85449,"More than $75,000",2653,196,7.4,Less than 10%,1163,2020-01-01,2023-01-01,42.3763046,-72.6094894,01038,"01038, MA",Bing Maps,postcode
23,01040,MA,010,Massachusetts,Northeast Region,2021,1,15464,42537,"$35,000 - $55,000",40161,23637,58.9,50.1% - 75%,17097,2021-01-01,2023-01-01,42.2039146,-72.6228867,01040,"01040, MA",Bing Maps,postcode
24,01060,MA,010,Massachusetts,Northeast Region,2018,1,6682,67356,"$55,001 - $75,000",16386,3148,19.2,10% - 25%,7124,2018-01-01,2023-01-01,42.3253326,-72.6361771,01060,"01060, MA",Bing Maps,postcode
25,01069,MA,010,Massachusetts,Northeast Region,2021,1,3578,66920,"$55,001 - $75,000",8716,1463,16.8,10% - 25%,3845,2021-01-01,2023-01-01,42.1746178,-72.3216858,01069,"01069, MA",Bing Maps,postcode
26,01072,MA,010,Massachusetts,Northeast Region,2021,1,640,81042,"More than $75,000",1541,255,16.5,10% - 25%,754,2021-01-01,2023-01-01,42.4735947,-72.4089813,01072,"01072, MA",Bing Maps,postcode
27,01073,MA,010,Massachusetts,Northeast Region,2020,1,2336,104052,"More than $75,000",6169,414,6.7,Less than 10%,2374,2020-01-01,2023-01-01,42.2345886,-72.7208328,01073,"01073, MA",Bing Maps,postcode
28,01075,MA,010,Massachusetts,Northeast Region,2015,1,6993,73601,"$55,001 - $75,000",17715,2523,14.2,10% - 25%,7253,2015-01-01,2023-01-01,42.2387505,-72.5789871,01075,"01075, MA",Bing Maps,postcode
29,01075,MA,010,Massachusetts,Northeast Region,2021,1,6993,73601,"$55,001 - $75,000",17715,2523,14.2,10% - 25%,7253,2021-01-01,2023-01-01,42.2387505,-72.5789871,01075,"01075, MA",Bing Maps,postcode
30,01077,MA,010,Massachusetts,Northeast Region,2021,1,3869,84896,"More than $75,000",9722,737,7.6,Less than 10%,4119,2021-01-01,2023-01-01,42.0564652,-72.7650452,01077,"01077, MA",Bing Maps,postcode
31,01080,MA,010,Massachusetts,Northeast Region,2020,1,843,78576,"More than $75,000",2419,410,16.9,10% - 25%,897,2020-01-01,2023-01-01,42.179821,-72.3654861,01080,"01080, MA",Bing Maps,postcode
32,01083,MA,010,Massachusetts,Northeast Region,2021,1,1050,78252,"More than $75,000",3125,139,4.4,Less than 10%,1145,2021-01-01,2023-01-01,42.2129288,-72.2049103,01083,"01083, MA",Bing Maps,postcode
33,01085,MA,010,Massachusetts,Northeast Region,2018,1,15414,74784,"$55,001 - $75,000",41758,6610,15.8,10% - 25%,16355,2018-01-01,2023-01-01,42.1321602,-72.7468719,01085,"01085, MA",Bing Maps,postcode
34,01085,MA,010,Massachusetts,Northeast Region,2019,1,15414,74784,"$55,001 - $75,000",41758,6610,15.8,10% - 25%,16355,2019-01-01,2023-01-01,42.1321602,-72.7468719,01085,"01085, MA",Bing Maps,postcode
35,01085,MA,010,Massachusetts,Northeast Region,2020,1,15414,74784,"$55,001 - $75,000",41758,6610,15.8,10% - 25%,16355,2020-01-01,2023-01-01,42.1321602,-72.7468719,01085,"01085, MA",Bing Maps,postcode
36,01089,MA,010,Massachusetts,Northeast Region,2013,1,12402,54516,"$35,000 - $55,000",28527,6346,22.2,10% - 25%,12691,2013-01-01,2023-01-01,42.1179008,-72.6276855,01089,"01089, MA",Bing Maps,postcode
37,01092,MA,010,Massachusetts,Northeast Region,2021,1,499,60396,"$55,001 - $75,000",1200,88,7.3,Less than 10%,648,2021-01-01,2023-01-01,42.2121391,-72.2397003,01092,"01092, MA",Bing Maps,postcode
38,01095,MA,010,Massachusetts,Northeast Region,2021,1,5296,111487,"More than $75,000",14740,1745,11.8,10% - 25%,5513,2021-01-01,2023-01-01,42.1322975,-72.431282,01095,"01095, MA",Bing Maps,postcode
39,01098,MA,010,Massachusetts,Northeast Region,2020,2,573,81875,"More than $75,000",1182,9,0.8,Less than 10%,652,2020-01-01,2023-01-01,42.4010925,-72.9405823,01098,"01098, MA",Bing Maps,postcode
40,01101,MA,011,Massachusetts,Northeast Region,2021,1,,,,,,,,,2021-01-01,2023-01-01,42.1063232,-72.5974121,01101,"01101, MA",Bing Maps,postcode
41,01106,MA,011,Massachusetts,Northeast Region,2015,1,5894,123644,"More than $75,000",15982,2529,15.8,10% - 25%,6077,2015-01-01,2023-01-01,42.050045,-72.559967,01106,"01106, MA",Bing Maps,postcode
42,01201,MA,012,Massachusetts,Northeast Region,2015,1,19745,57160,"$55,001 - $75,000",43941,7725,17.6,10% - 25%,22397,2015-01-01,2023-01-01,42.4504433,-73.2542954,01201,"01201, MA",Bing Maps,postcode
43,01201,MA,012,Massachusetts,Northeast Region,2021,1,19745,57160,"$55,001 - $75,000",43941,7725,17.6,10% - 25%,22397,2021-01-01,2023-01-01,42.4504433,-73.2542954,01201,"01201, MA",Bing Maps,postcode
44,01202,MA,012,Massachusetts,Northeast Region,2020,12,,,,,,,,,2020-01-01,2023-01-01,42.4494629,-73.2487488,01202,"01202, MA",Bing Maps,postcode
45,01220,MA,012,Massachusetts,Northeast Region,2021,1,3999,47908,"$35,000 - $55,000",8129,461,5.7,Less than 10%,4539,2021-01-01,2023-01-01,42.6202469,-73.1201858,01220,"01220, MA",Bing Maps,postcode
46,01223,MA,012,Massachusetts,Northeast Region,2020,2,1155,66161,"$55,001 - $75,000",2499,200,8,Less than 10%,2145,2020-01-01,2023-01-01,42.300251,-73.095871,01223,"01223, MA",Bing Maps,postcode
47,01223,MA,012,Massachusetts,Northeast Region,2021,3,1155,66161,"$55,001 - $75,000",2499,200,8,Less than 10%,2145,2021-01-01,2023-01-01,42.300251,-73.095871,01223,"01223, MA",Bing Maps,postcode
48,01225,MA,012,Massachusetts,Northeast Region,2021,1,1534,72119,"$55,001 - $75,000",3093,194,6.3,Less than 10%,1671,2021-01-01,2023-01-01,42.5609932,-73.151062,01225,"01225, MA",Bing Maps,postcode
49,01226,MA,012,Massachusetts,Northeast Region,2021,1,3127,73911,"$55,001 - $75,000",6698,294,4.4,Less than 10%,3279,2021-01-01,2023-01-01,42.4729004,-73.1641464,01226,"01226, MA",Bing Maps,postcode
50,01230,MA,012,Massachusetts,Northeast Region,2020,2,3500,68690,"$55,001 - $75,000",8354,683,8.2,Less than 10%,4880,2020-01-01,2023-01-01,42.1904335,-73.3526993,01230,"01230, MA",Bing Maps,postcode
51,01230,MA,012,Massachusetts,Northeast Region,2021,1,3500,68690,"$55,001 - $75,000",8354,683,8.2,Less than 10%,4880,2021-01-01,2023-01-01,42.1904335,-73.3526993,01230,"01230, MA",Bing Maps,postcode
52,01235,MA,012,Massachusetts,Northeast Region,2020,2,1037,67404,"$55,001 - $75,000",2369,87,3.7,Less than 10%,1439,2020-01-01,2023-01-01,42.4289627,-73.0843658,01235,"01235, MA",Bing Maps,postcode
53,01235,MA,012,Massachusetts,Northeast Region,2021,1,1037,67404,"$55,001 - $75,000",2369,87,3.7,Less than 10%,1439,2021-01-01,2023-01-01,42.4289627,-73.0843658,01235,"01235, MA",Bing Maps,postcode
54,01237,MA,012,Massachusetts,Northeast Region,2020,1,1078,76579,"More than $75,000",2522,36,1.4,Less than 10%,1570,2020-01-01,2023-01-01,42.540226,-73.2335587,01237,"01237, MA",Bing Maps,postcode
55,01237,MA,012,Massachusetts,Northeast Region,2021,2,1078,76579,"More than $75,000",2522,36,1.4,Less than 10%,1570,2021-01-01,2023-01-01,42.540226,-73.2335587,01237,"01237, MA",Bing Maps,postcode
56,01238,MA,012,Massachusetts,Northeast Region,2020,1,2329,77455,"More than $75,000",5980,575,9.6,Less than 10%,2893,2020-01-01,2023-01-01,42.3026161,-73.2429962,01238,"01238, MA",Bing Maps,postcode
57,01240,MA,012,Massachusetts,Northeast Region,2020,1,2105,72802,"$55,001 - $75,000",4666,382,8.2,Less than 10%,2816,2020-01-01,2023-01-01,42.3669968,-73.2813339,01240,"01240, MA",Bing Maps,postcode
58,01243,MA,012,Massachusetts,Northeast Region,2020,1,133,62708,"$55,001 - $75,000",258,20,7.8,Less than 10%,191,2020-01-01,2023-01-01,42.3673096,-73.0239487,01243,"01243, MA",Bing Maps,postcode
59,01245,MA,012,Massachusetts,Northeast Region,2019,1,382,109063,"More than $75,000",774,6,0.8,Less than 10%,953,2019-01-01,2023-01-01,42.1793633,-73.214119,01245,"01245, MA",Bing Maps,postcode
60,01245,MA,012,Massachusetts,Northeast Region,2021,1,382,109063,"More than $75,000",774,6,0.8,Less than 10%,953,2021-01-01,2023-01-01,42.1793633,-73.214119,01245,"01245, MA",Bing Maps,postcode
61,01247,MA,012,Massachusetts,Northeast Region,2016,1,6521,52398,"$35,000 - $55,000",15340,2066,13.5,10% - 25%,7696,2016-01-01,2023-01-01,42.7003441,-73.1024094,01247,"01247, MA",Bing Maps,postcode
62,01247,MA,012,Massachusetts,Northeast Region,2021,1,6521,52398,"$35,000 - $55,000",15340,2066,13.5,10% - 25%,7696,2021-01-01,2023-01-01,42.7003441,-73.1024094,01247,"01247, MA",Bing Maps,postcode
63,01252,MA,012,Massachusetts,Northeast Region,2021,1,,,,,,,,,2021-01-01,2023-01-01,42.1972542,-73.4368668,01252,"01252, MA",Bing Maps,postcode
64,01253,MA,012,Massachusetts,Northeast Region,2020,2,408,88487,"More than $75,000",789,33,4.2,Less than 10%,623,2020-01-01,2023-01-01,42.2017403,-73.0939789,01253,"01253, MA",Bing Maps,postcode
65,01253,MA,012,Massachusetts,Northeast Region,2021,1,408,88487,"More than $75,000",789,33,4.2,Less than 10%,623,2021-01-01,2023-01-01,42.2017403,-73.0939789,01253,"01253, MA",Bing Maps,postcode
66,01254,MA,012,Massachusetts,Northeast Region,2021,2,427,96563,"More than $75,000",961,79,8.2,Less than 10%,571,2021-01-01,2023-01-01,42.3747177,-73.3678055,01254,"01254, MA",Bing Maps,postcode
67,01257,MA,012,Massachusetts,Northeast Region,2021,1,944,64375,"$55,001 - $75,000",1858,113,6.1,Less than 10%,1297,2021-01-01,2023-01-01,42.1072502,-73.3577194,01257,"01257, MA",Bing Maps,postcode
68,01259,MA,012,Massachusetts,Northeast Region,2021,1,287,78625,"More than $75,000",617,12,1.9,Less than 10%,469,2021-01-01,2023-01-01,42.0824928,-73.2525101,01259,"01259, MA",Bing Maps,postcode
69,01262,MA,012,Massachusetts,Northeast Region,2021,1,450,39286,"$35,000 - $55,000",1136,158,13.9,10% - 25%,942,2021-01-01,2023-01-01,42.2953262,-73.3178406,01262,"01262, MA",Bing Maps,postcode
70,01266,MA,012,Massachusetts,Northeast Region,2021,1,550,77500,"More than $75,000",1281,159,12.4,10% - 25%,1152,2021-01-01,2023-01-01,42.3347473,-73.3729324,01266,"01266, MA",Bing Maps,postcode
71,01267,MA,012,Massachusetts,Northeast Region,2021,3,2411,91917,"More than $75,000",7796,1431,18.4,10% - 25%,3132,2021-01-01,2023-01-01,42.6978416,-73.2253189,01267,"01267, MA",Bing Maps,postcode
72,01301,MA,013,Massachusetts,Northeast Region,2020,1,8248,46931,"$35,000 - $55,000",17611,2224,12.6,10% - 25%,8620,2020-01-01,2023-01-01,42.6032562,-72.6028748,01301,"01301, MA",Bing Maps,postcode
73,01331,MA,013,Massachusetts,Northeast Region,2021,1,5269,61949,"$55,001 - $75,000",13609,1428,10.5,10% - 25%,6040,2021-01-01,2023-01-01,42.5888252,-72.221962,01331,"01331, MA",Bing Maps,postcode
74,01339,MA,013,Massachusetts,Northeast Region,2021,1,601,60438,"$55,001 - $75,000",1410,65,4.6,Less than 10%,766,2021-01-01,2023-01-01,42.6448898,-72.8689804,01339,"01339, MA",Bing Maps,postcode
75,01342,MA,013,Massachusetts,Northeast Region,2017,1,408,103000,"More than $75,000",1165,203,17.4,10% - 25%,489,2017-01-01,2023-01-01,42.5459595,-72.6043243,01342,"01342, MA",Bing Maps,postcode
76,01354,MA,013,Massachusetts,Northeast Region,2020,1,591,68173,"$55,001 - $75,000",1732,118,6.8,Less than 10%,625,2020-01-01,2023-01-01,42.6296158,-72.5176315,01354,"01354, MA",Bing Maps,postcode
77,01355,MA,013,Massachusetts,Northeast Region,2021,1,412,69038,"$55,001 - $75,000",981,223,22.7,10% - 25%,458,2021-01-01,2023-01-01,42.4997826,-72.3308258,01355,"01355, MA",Bing Maps,postcode
78,01360,MA,013,Massachusetts,Northeast Region,2020,1,1278,75900,"More than $75,000",2973,201,6.8,Less than 10%,1485,2020-01-01,2023-01-01,42.6963005,-72.4552612,01360,"01360, MA",Bing Maps,postcode
79,01360,MA,013,Massachusetts,Northeast Region,2021,2,1278,75900,"More than $75,000",2973,201,6.8,Less than 10%,1485,2021-01-01,2023-01-01,42.6963005,-72.4552612,01360,"01360, MA",Bing Maps,postcode
80,01366,MA,013,Massachusetts,Northeast Region,2021,1,472,71818,"$55,001 - $75,000",1155,75,6.5,Less than 10%,553,2021-01-01,2023-01-01,42.48563,-72.1915817,01366,"01366, MA",Bing Maps,postcode
81,01368,MA,013,Massachusetts,Northeast Region,2021,2,539,86607,"More than $75,000",1451,12,0.8,Less than 10%,615,2021-01-01,2023-01-01,42.6494446,-72.1545181,01368,"01368, MA",Bing Maps,postcode
82,01370,MA,013,Massachusetts,Northeast Region,2021,1,1754,61711,"$55,001 - $75,000",3727,351,9.4,Less than 10%,1984,2021-01-01,2023-01-01,42.6002998,-72.7403564,01370,"01370, MA",Bing Maps,postcode
83,01373,MA,013,Massachusetts,Northeast Region,2015,1,2186,82105,"More than $75,000",4866,382,7.9,Less than 10%,2322,2015-01-01,2023-01-01,42.4801827,-72.6107864,01373,"01373, MA",Bing Maps,postcode
84,01373,MA,013,Massachusetts,Northeast Region,2020,2,2186,82105,"More than $75,000",4866,382,7.9,Less than 10%,2322,2020-01-01,2023-01-01,42.4801827,-72.6107864,01373,"01373, MA",Bing Maps,postcode
85,01375,MA,013,Massachusetts,Northeast Region,2021,1,1606,54524,"$35,000 - $55,000",3643,797,21.9,10% - 25%,1754,2021-01-01,2023-01-01,42.4537087,-72.5657044,01375,"01375, MA",Bing Maps,postcode
86,01376,MA,013,Massachusetts,Northeast Region,2021,1,2285,41369,"$35,000 - $55,000",4630,548,11.8,10% - 25%,2502,2021-01-01,2023-01-01,42.6002235,-72.5553055,01376,"01376, MA",Bing Maps,postcode
87,01379,MA,013,Massachusetts,Northeast Region,2020,1,379,62813,"$55,001 - $75,000",835,105,12.6,10% - 25%,432,2020-01-01,2023-01-01,42.5476685,-72.3972321,01379,"01379, MA",Bing Maps,postcode
88,01420,MA,014,Massachusetts,Northeast Region,2021,1,15555,54683,"$35,000 - $55,000",40576,16403,40.4,25.1% - 50%,16972,2021-01-01,2023-01-01,42.5803413,-71.8057938,01420,"01420, MA",Bing Maps,postcode
89,01430,MA,014,Massachusetts,Northeast Region,2021,1,2103,113045,"More than $75,000",6320,331,5.2,Less than 10%,2678,2021-01-01,2023-01-01,42.6412048,-71.9221954,01430,"01430, MA",Bing Maps,postcode
90,01431,MA,014,Massachusetts,Northeast Region,2020,1,1261,97269,"More than $75,000",3211,187,5.8,Less than 10%,1320,2020-01-01,2023-01-01,42.6776695,-71.820549,01431,"01431, MA",Bing Maps,postcode
91,01432,MA,014,Massachusetts,Northeast Region,2021,1,3424,99195,"More than $75,000",7760,1234,15.9,10% - 25%,3623,2021-01-01,2023-01-01,42.5598564,-71.5763855,01432,"01432, MA",Bing Maps,postcode
92,01434,MA,014,Massachusetts,Northeast Region,2020,1,286,96500,"More than $75,000",2007,1023,51,50.1% - 75%,286,2020-01-01,2023-01-01,42.5388527,-71.6196137,01434,"01434, MA",Bing Maps,postcode
93,01434,MA,014,Massachusetts,Northeast Region,2021,1,286,96500,"More than $75,000",2007,1023,51,50.1% - 75%,286,2021-01-01,2023-01-01,42.5388527,-71.6196137,01434,"01434, MA",Bing Maps,postcode
94,01436,MA,014,Massachusetts,Northeast Region,2019,1,1207,70662,"$55,001 - $75,000",3538,217,6.1,Less than 10%,1274,2019-01-01,2023-01-01,42.6091423,-72.0752945,01436,"01436, MA",Bing Maps,postcode
95,01440,MA,014,Massachusetts,Northeast Region,2021,2,8535,51708,"$35,000 - $55,000",20605,3686,17.9,10% - 25%,9362,2021-01-01,2023-01-01,42.5732689,-71.9892578,01440,"01440, MA",Bing Maps,postcode
96,01450,MA,014,Massachusetts,Northeast Region,2019,1,3944,142500,"More than $75,000",11322,1173,10.4,10% - 25%,4098,2019-01-01,2023-01-01,42.6031494,-71.566246,01450,"01450, MA",Bing Maps,postcode
97,01451,MA,014,Massachusetts,Northeast Region,2019,2,1486,177422,"More than $75,000",4576,529,11.6,10% - 25%,1515,2019-01-01,2023-01-01,42.4967422,-71.5685501,01451,"01451, MA",Bing Maps,postcode
98,01451,MA,014,Massachusetts,Northeast Region,2020,2,1486,177422,"More than $75,000",4576,529,11.6,10% - 25%,1515,2020-01-01,2023-01-01,42.4967422,-71.5685501,01451,"01451, MA",Bing Maps,postcode
99,01451,MA,014,Massachusetts,Northeast Region,2021,4,1486,177422,"More than $75,000",4576,529,11.6,10% - 25%,1515,2021-01-01,2023-01-01,42.4967422,-71.5685501,01451,"01451, MA",Bing Maps,postcode
100,01452,MA,014,Massachusetts,Northeast Region,2021,1,1761,100255,"More than $75,000",4758,539,11.3,10% - 25%,1836,2021-01-01,2023-01-01,42.4750404,-72.006897,01452,"01452, MA",Bing Maps,postcode
101,01453,MA,014,Massachusetts,Northeast Region,2020,1,17019,63263,"$55,001 - $75,000",41654,12529,30.1,25.1% - 50%,17681,2020-01-01,2023-01-01,42.5282364,-71.7542725,01453,"01453, MA",Bing Maps,postcode
102,01460,MA,014,Massachusetts,Northeast Region,2021,1,3501,125275,"More than $75,000",10152,1210,11.9,10% - 25%,3726,2021-01-01,2023-01-01,42.5410461,-71.4757538,01460,"01460, MA",Bing Maps,postcode
103,01462,MA,014,Massachusetts,Northeast Region,2019,2,4342,99601,"More than $75,000",11530,1276,11.1,10% - 25%,4554,2019-01-01,2023-01-01,42.594696,-71.7260055,01462,"01462, MA",Bing Maps,postcode
104,01462,MA,014,Massachusetts,Northeast Region,2020,1,4342,99601,"More than $75,000",11530,1276,11.1,10% - 25%,4554,2020-01-01,2023-01-01,42.594696,-71.7260055,01462,"01462, MA",Bing Maps,postcode
105,01463,MA,014,Massachusetts,Northeast Region,2020,1,4571,105377,"More than $75,000",12113,1278,10.6,10% - 25%,4762,2020-01-01,2023-01-01,42.6668816,-71.5854111,01463,"01463, MA",Bing Maps,postcode
106,01463,MA,014,Massachusetts,Northeast Region,2021,1,4571,105377,"More than $75,000",12113,1278,10.6,10% - 25%,4762,2021-01-01,2023-01-01,42.6668816,-71.5854111,01463,"01463, MA",Bing Maps,postcode
107,01464,MA,014,Massachusetts,Northeast Region,2021,1,2578,89247,"More than $75,000",7616,1748,23,10% - 25%,2610,2021-01-01,2023-01-01,42.5618553,-71.6569977,01464,"01464, MA",Bing Maps,postcode
108,01472,MA,014,Massachusetts,Northeast Region,2019,1,,,,,,,,,2019-01-01,2023-01-01,42.6028786,-71.6274185,01472,"01472, MA",Bing Maps,postcode
109,01474,MA,014,Massachusetts,Northeast Region,2021,1,658,94554,"More than $75,000",1685,114,6.8,Less than 10%,697,2021-01-01,2023-01-01,42.6839066,-71.7460251,01474,"01474, MA",Bing Maps,postcode
110,01501,MA,015,Massachusetts,Northeast Region,2021,1,6618,83265,"More than $75,000",16627,1473,8.9,Less than 10%,6893,2021-01-01,2023-01-01,42.1990738,-71.8441162,01501,"01501, MA",Bing Maps,postcode
111,01503,MA,015,Massachusetts,Northeast Region,2021,3,1291,104432,"More than $75,000",3312,116,3.5,Less than 10%,1349,2021-01-01,2023-01-01,42.385273,-71.6413193,01503,"01503, MA",Bing Maps,postcode
112,01504,MA,015,Massachusetts,Northeast Region,2021,1,3767,90665,"More than $75,000",9249,1143,12.4,10% - 25%,3952,2021-01-01,2023-01-01,42.0176125,-71.5310211,01504,"01504, MA",Bing Maps,postcode
113,01506,MA,015,Massachusetts,Northeast Region,2021,2,1368,70610,"$55,001 - $75,000",3439,199,5.8,Less than 10%,1418,2021-01-01,2023-01-01,42.2134361,-72.0978775,01506,"01506, MA",Bing Maps,postcode
114,01507,MA,015,Massachusetts,Northeast Region,2020,1,4861,102531,"More than $75,000",13610,1129,8.3,Less than 10%,5277,2020-01-01,2023-01-01,42.1380539,-71.970108,01507,"01507, MA",Bing Maps,postcode
115,01510,MA,015,Massachusetts,Northeast Region,2014,1,5864,75455,"More than $75,000",13940,2681,19.2,10% - 25%,6289,2014-01-01,2023-01-01,42.4181709,-71.6826782,01510,"01510, MA",Bing Maps,postcode
116,01516,MA,015,Massachusetts,Northeast Region,2017,1,3174,117250,"More than $75,000",9168,747,8.1,Less than 10%,3361,2017-01-01,2023-01-01,42.0754852,-71.7314606,01516,"01516, MA",Bing Maps,postcode
117,01516,MA,015,Massachusetts,Northeast Region,2021,1,3174,117250,"More than $75,000",9168,747,8.1,Less than 10%,3361,2021-01-01,2023-01-01,42.0754852,-71.7314606,01516,"01516, MA",Bing Maps,postcode
118,01519,MA,015,Massachusetts,Northeast Region,2021,2,2605,114226,"More than $75,000",7566,1526,20.2,10% - 25%,2629,2021-01-01,2023-01-01,42.1985397,-71.6890335,01519,"01519, MA",Bing Maps,postcode
119,01520,MA,015,Massachusetts,Northeast Region,2020,1,5893,116107,"More than $75,000",16059,1729,10.8,10% - 25%,5914,2020-01-01,2023-01-01,42.3375893,-71.8436661,01520,"01520, MA",Bing Maps,postcode
120,01523,MA,015,Massachusetts,Northeast Region,2020,1,2633,97394,"More than $75,000",7809,1388,17.8,10% - 25%,2784,2020-01-01,2023-01-01,42.4670982,-71.6764984,01523,"01523, MA",Bing Maps,postcode
121,01524,MA,015,Massachusetts,Northeast Region,2020,2,2363,80649,"More than $75,000",6778,648,9.6,Less than 10%,2401,2020-01-01,2023-01-01,42.2349129,-71.9166794,01524,"01524, MA",Bing Maps,postcode
122,01527,MA,015,Massachusetts,Northeast Region,2019,2,5147,92556,"More than $75,000",13822,1449,10.5,10% - 25%,5533,2019-01-01,2023-01-01,42.1991653,-71.7682266,01527,"01527, MA",Bing Maps,postcode
123,01532,MA,015,Massachusetts,Northeast Region,2015,1,5444,140600,"More than $75,000",15047,2855,19,10% - 25%,5644,2015-01-01,2023-01-01,42.3165321,-71.6499252,01532,"01532, MA",Bing Maps,postcode
124,01532,MA,015,Massachusetts,Northeast Region,2021,1,5444,140600,"More than $75,000",15047,2855,19,10% - 25%,5644,2021-01-01,2023-01-01,42.3165321,-71.6499252,01532,"01532, MA",Bing Maps,postcode
125,01541,MA,015,Massachusetts,Northeast Region,2020,1,1267,129097,"More than $75,000",3466,244,7,Less than 10%,1342,2020-01-01,2023-01-01,42.4574799,-71.8893019,01541,,,
126,01541,MA,015,Massachusetts,Northeast Region,2021,1,1267,129097,"More than $75,000",3466,244,7,Less than 10%,1342,2021-01-01,2023-01-01,42.4574799,-71.8893019,01541,,,
127,01542,MA,015,Massachusetts,Northeast Region,2019,1,968,88750,"More than $75,000",2544,250,9.8,Less than 10%,1014,2019-01-01,2023-01-01,42.1950493,-71.9053574,01542,"01542, MA",Bing Maps,postcode
128,01545,MA,015,Massachusetts,Northeast Region,2015,1,13753,108870,"More than $75,000",37683,12205,32.4,25.1% - 50%,14712,2015-01-01,2023-01-01,42.2841034,-71.7213745,01545,"01545, MA",Bing Maps,postcode
129,01545,MA,015,Massachusetts,Northeast Region,2019,1,13753,108870,"More than $75,000",37683,12205,32.4,25.1% - 50%,14712,2019-01-01,2023-01-01,42.2841034,-71.7213745,01545,"01545, MA",Bing Maps,postcode
130,01545,MA,015,Massachusetts,Northeast Region,2021,2,13753,108870,"More than $75,000",37683,12205,32.4,25.1% - 50%,14712,2021-01-01,2023-01-01,42.2841034,-71.7213745,01545,"01545, MA",Bing Maps,postcode
